,grade_A,grade_B,grade_C,grade_D,grade_E,grade_F,grade_G,home_ownership_MORTGAGE,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,term_ 36 months,term_ 60 months,safe_loans
86497,1,0,0,0,0,0,0,0,0,0,1,1,0,1
86499,0,0,0,0,1,0,0,0,0,0,1,0,1,1
86500,0,1,0,0,0,0,0,0,0,0,1,1,0,1
86506,0,1,0,0,0,0,0,1,0,0,0,1,0,1
86508,0,1,0,0,0,0,0,0,0,1,0,1,0,1
86519,0,1,0,0,0,0,0,1,0,0,0,1,0,1
86550,0,1,0,0,0,0,0,0,0,0,1,1,0,1
86570,0,0,0,1,0,0,0,1,0,0,0,0,1,1
86581,0,1,0,0,0,0,0,0,0,0,1,1,0,1
86582,0,0,1,0,0,0,0,0,0,0,1,1,0,1
86584,0,1,0,0,0,0,0,0,0,0,1,1,0,1
86585,0,1,0,0,0,0,0,1,0,0,0,1,0,1
86596,0,1,0,0,0,0,0,0,0,0,1,1,0,1
86599,0,0,1,0,0,0,0,0,0,0,1,1,0,1
86609,0,0,1,0,0,0,0,1,0,0,0,1,0,1
86617,0,0,1,0,0,0,0,0,0,1,0,1,0,1
86625,0,0,1,0,0,0,0,0,0,0,1,1,0,1
86626,0,1,0,0,0,0,0,0,0,0,1,1,0,1
86638,1,0,0,0,0,0,0,1,0,0,0,1,0,1
86666,1,0,0,0,0,0,0,0,0,0,1,1,0,1
86672,0,0,1,0,0,0,0,1,0,0,0,0,1,1
86673,0,1,0,0,0,0,0,1,0,0,0,1,0,1
86681,0,0,0,0,0,0,1,1,0,0,0,0,1,1
86686,0,0,1,0,0,0,0,0,0,0,1,1,0,1
86691,0,0,0,1,0,0,0,1,0,0,0,1,0,1
86697,0,0,0,1,0,0,0,1,0,0,0,1,0,1
86699,0,1,0,0,0,0,0,1,0,0,0,1,0,1
86707,1,0,0,0,0,0,0,1,0,0,0,1,0,1
86719,0,1,0,0,0,0,0,1,0,0,0,0,1,1
86722,1,0,0,0,0,0,0,0,0,0,1,1,0,1
86726,0,0,1,0,0,0,0,1,0,0,0,1,0,1
86739,0,1,0,0,0,0,0,0,0,0,1,1,0,1
86744,0,1,0,0,0,0,0,1,0,0,0,1,0,1
86746,0,1,0,0,0,0,0,1,0,0,0,0,1,1
86752,0,0,0,1,0,0,0,1,0,0,0,1,0,1
86762,0,1,0,0,0,0,0,1,0,0,0,1,0,1
86766,1,0,0,0,0,0,0,0,0,0,1,1,0,1
86770,0,1,0,0,0,0,0,1,0,0,0,1,0,1
86779,0,1,0,0,0,0,0,0,0,0,1,1,0,1
86790,0,0,1,0,0,0,0,0,0,0,1,1,0,1
86794,0,1,0,0,0,0,0,1,0,0,0,0,1,1
86799,1,0,0,0,0,0,0,1,0,0,0,1,0,1
86813,0,1,0,0,0,0,0,1,0,0,0,1,0,1
86816,1,0,0,0,0,0,0,1,0,0,0,1,0,1
86817,0,0,1,0,0,0,0,1,0,0,0,1,0,1
86851,1,0,0,0,0,0,0,0,0,1,0,1,0,1
86855,1,0,0,0,0,0,0,1,0,0,0,1,0,1
86867,0,1,0,0,0,0,0,1,0,0,0,1,0,1
86871,0,1,0,0,0,0,0,0,0,0,1,1,0,1
86883,0,0,0,1,0,0,0,0,0,0,1,1,0,1
86900,0,1,0,0,0,0,0,1,0,0,0,1,0,1
86922,0,1,0,0,0,0,0,0,0,0,1,1,0,1
86931,0,0,0,0,0,1,0,0,0,1,0,0,1,1
86934,0,0,1,0,0,0,0,1,0,0,0,1,0,1
86937,0,0,1,0,0,0,0,0,0,0,1,1,0,1
86938,0,1,0,0,0,0,0,0,0,0,1,1,0,1
86941,0,0,0,1,0,0,0,0,0,0,1,1,0,1
86948,0,1,0,0,0,0,0,0,0,0,1,1,0,1
86977,0,0,0,1,0,0,0,1,0,0,0,1,0,1
86990,1,0,0,0,0,0,0,0,0,0,1,1,0,1
86993,0,0,1,0,0,0,0,1,0,0,0,1,0,1
86996,0,0,1,0,0,0,0,1,0,0,0,1,0,1
87001,0,1,0,0,0,0,0,1,0,0,0,1,0,1
87004,0,1,0,0,0,0,0,0,0,0,1,1,0,1
87010,1,0,0,0,0,0,0,1,0,0,0,1,0,1
87011,0,0,1,0,0,0,0,0,0,0,1,1,0,1
87012,0,1,0,0,0,0,0,1,0,0,0,0,1,1
87017,0,0,0,0,0,1,0,1,0,0,0,0,1,1
87034,0,1,0,0,0,0,0,1,0,0,0,1,0,1
87037,0,0,1,0,0,0,0,0,0,1,0,1,0,1
87043,1,0,0,0,0,0,0,0,0,0,1,1,0,1
87048,1,0,0,0,0,0,0,0,0,0,1,1,0,1
87055,0,1,0,0,0,0,0,0,0,0,1,1,0,1
87065,0,0,1,0,0,0,0,1,0,0,0,1,0,1
87074,1,0,0,0,0,0,0,0,0,0,1,1,0,1
87075,0,1,0,0,0,0,0,1,0,0,0,1,0,1
87077,0,1,0,0,0,0,0,0,0,0,1,1,0,1
87083,1,0,0,0,0,0,0,1,0,0,0,1,0,1
87086,0,0,1,0,0,0,0,1,0,0,0,1,0,1
87088,0,0,0,1,0,0,0,1,0,0,0,1,0,1
87093,0,0,0,1,0,0,0,0,0,0,1,1,0,1
87102,1,0,0,0,0,0,0,1,0,0,0,1,0,1
87113,0,0,0,0,1,0,0,1,0,0,0,0,1,1
87120,0,0,0,1,0,0,0,1,0,0,0,1,0,1
87121,0,0,0,1,0,0,0,0,0,0,1,1,0,1
87123,0,1,0,0,0,0,0,1,0,0,0,1,0,1
87137,0,1,0,0,0,0,0,1,0,0,0,1,0,1
87154,0,0,0,1,0,0,0,0,0,0,1,1,0,1
87160,0,0,0,1,0,0,0,1,0,0,0,0,1,1
87169,0,1,0,0,0,0,0,0,0,0,1,1,0,1
87170,0,1,0,0,0,0,0,0,0,0,1,1,0,1
87171,0,0,0,1,0,0,0,1,0,0,0,1,0,1
87174,0,1,0,0,0,0,0,0,0,0,1,1,0,1
87182,0,0,0,1,0,0,0,0,0,0,1,1,0,1
87184,0,1,0,0,0,0,0,1,0,0,0,1,0,1
87185,0,0,0,0,0,1,0,1,0,0,0,0,1,1
87187,1,0,0,0,0,0,0,1,0,0,0,1,0,1
87213,0,1,0,0,0,0,0,1,0,0,0,1,0,1
87219,0,1,0,0,0,0,0,0,0,0,1,1,0,1
87220,0,1,0,0,0,0,0,0,0,0,1,1,0,1
87225,0,1,0,0,0,0,0,1,0,0,0,1,0,1
87231,1,0,0,0,0,0,0,1,0,0,0,1,0,1
87241,0,0,1,0,0,0,0,1,0,0,0,1,0,1
87247,1,0,0,0,0,0,0,1,0,0,0,1,0,1
87254,0,1,0,0,0,0,0,1,0,0,0,1,0,1
87258,0,1,0,0,0,0,0,0,0,0,1,1,0,1
87277,0,1,0,0,0,0,0,1,0,0,0,1,0,1
87278,0,0,1,0,0,0,0,1,0,0,0,1,0,1
87284,0,1,0,0,0,0,0,0,0,1,0,1,0,1
87286,0,0,1,0,0,0,0,1,0,0,0,1,0,1
87307,0,0,0,1,0,0,0,1,0,0,0,0,1,1
87308,1,0,0,0,0,0,0,0,0,0,1,1,0,1
87309,0,0,1,0,0,0,0,1,0,0,0,1,0,1
87317,1,0,0,0,0,0,0,1,0,0,0,1,0,1
87341,0,1,0,0,0,0,0,1,0,0,0,1,0,1
87369,0,1,0,0,0,0,0,1,0,0,0,1,0,1
87382,0,0,0,1,0,0,0,0,0,1,0,1,0,1
87389,0,0,0,1,0,0,0,0,0,0,1,0,1,1
87415,0,1,0,0,0,0,0,1,0,0,0,1,0,1
87419,0,0,1,0,0,0,0,0,0,0,1,1,0,1
87423,0,0,1,0,0,0,0,0,0,0,1,1,0,1
87426,0,1,0,0,0,0,0,1,0,0,0,1,0,1
87434,0,0,0,0,0,1,0,1,0,0,0,0,1,1
87437,0,0,0,1,0,0,0,0,0,0,1,1,0,1
87440,1,0,0,0,0,0,0,0,0,0,1,1,0,1
87475,0,0,0,0,1,0,0,0,0,0,1,0,1,1
87477,0,0,0,0,1,0,0,0,0,1,0,0,1,1
87482,0,0,1,0,0,0,0,1,0,0,0,1,0,1
87484,1,0,0,0,0,0,0,0,0,1,0,1,0,1
87496,0,0,1,0,0,0,0,0,0,0,1,1,0,1
87498,0,0,1,0,0,0,0,0,0,0,1,1,0,1
87509,0,0,0,1,0,0,0,1,0,0,0,1,0,1
87510,0,0,1,0,0,0,0,0,0,0,1,1,0,1
87527,1,0,0,0,0,0,0,0,0,0,1,1,0,1
87534,0,0,0,1,0,0,0,0,0,0,1,0,1,1
87545,0,0,0,0,1,0,0,0,0,0,1,1,0,1
87546,0,1,0,0,0,0,0,1,0,0,0,1,0,1
87551,1,0,0,0,0,0,0,1,0,0,0,1,0,1
87554,0,1,0,0,0,0,0,0,0,0,1,0,1,1
87565,1,0,0,0,0,0,0,0,0,1,0,1,0,1
87594,0,0,1,0,0,0,0,1,0,0,0,1,0,1
87598,0,0,1,0,0,0,0,0,0,0,1,1,0,1
87603,0,0,0,1,0,0,0,1,0,0,0,1,0,1
87610,0,1,0,0,0,0,0,1,0,0,0,1,0,1
87622,0,1,0,0,0,0,0,1,0,0,0,1,0,1
87634,1,0,0,0,0,0,0,1,0,0,0,1,0,1
87637,0,1,0,0,0,0,0,0,0,0,1,1,0,1
87650,0,0,0,1,0,0,0,0,0,0,1,1,0,1
87653,0,0,0,1,0,0,0,0,0,0,1,1,0,1
87689,0,0,1,0,0,0,0,0,0,0,1,1,0,1
87700,0,0,1,0,0,0,0,0,0,0,1,1,0,1
87704,1,0,0,0,0,0,0,1,0,0,0,1,0,1
87708,0,0,0,0,1,0,0,0,0,0,1,0,1,1
87725,0,1,0,0,0,0,0,1,0,0,0,0,1,1
87733,0,0,1,0,0,0,0,0,0,0,1,1,0,1
87734,1,0,0,0,0,0,0,0,0,0,1,1,0,1
87735,0,0,0,1,0,0,0,0,0,0,1,1,0,1
87737,0,1,0,0,0,0,0,1,0,0,0,1,0,1
87749,0,1,0,0,0,0,0,0,0,0,1,1,0,1
87755,0,1,0,0,0,0,0,1,0,0,0,0,1,1
87784,0,0,0,0,0,1,0,1,0,0,0,0,1,1
87785,0,0,1,0,0,0,0,0,0,1,0,1,0,1
87791,1,0,0,0,0,0,0,1,0,0,0,1,0,1
87794,0,1,0,0,0,0,0,0,0,0,1,1,0,1
87797,0,0,0,1,0,0,0,1,0,0,0,0,1,1
87805,0,0,1,0,0,0,0,1,0,0,0,1,0,1
87808,0,0,1,0,0,0,0,0,0,0,1,1,0,1
87821,1,0,0,0,0,0,0,1,0,0,0,1,0,1
87824,0,1,0,0,0,0,0,0,0,0,1,1,0,1
87830,0,0,1,0,0,0,0,1,0,0,0,1,0,1
87831,0,0,1,0,0,0,0,1,0,0,0,1,0,1
87853,0,1,0,0,0,0,0,1,0,0,0,1,0,1
87854,0,0,0,0,0,1,0,0,0,0,1,0,1,1
87858,1,0,0,0,0,0,0,0,0,1,0,1,0,1
87864,1,0,0,0,0,0,0,0,0,1,0,1,0,1
87866,0,0,1,0,0,0,0,0,0,0,1,1,0,1
87869,0,1,0,0,0,0,0,1,0,0,0,1,0,1
87873,0,0,0,1,0,0,0,1,0,0,0,1,0,1
87898,0,0,1,0,0,0,0,0,0,0,1,1,0,1
87900,0,0,0,0,0,1,0,1,0,0,0,0,1,1
87901,0,0,1,0,0,0,0,0,0,0,1,1,0,1
87917,1,0,0,0,0,0,0,1,0,0,0,1,0,1
87919,0,0,0,1,0,0,0,0,0,0,1,1,0,1
87924,1,0,0,0,0,0,0,1,0,0,0,1,0,1
87949,0,1,0,0,0,0,0,1,0,0,0,1,0,1
87954,0,0,1,0,0,0,0,0,0,0,1,1,0,1
87957,1,0,0,0,0,0,0,1,0,0,0,1,0,1
87960,0,0,0,1,0,0,0,1,0,0,0,1,0,1
87966,0,0,1,0,0,0,0,1,0,0,0,1,0,1
87967,1,0,0,0,0,0,0,1,0,0,0,1,0,1
87973,0,0,0,0,0,1,0,1,0,0,0,0,1,1
87980,0,0,1,0,0,0,0,1,0,0,0,1,0,1
87983,0,1,0,0,0,0,0,0,0,0,1,1,0,1
87988,1,0,0,0,0,0,0,0,0,0,1,1,0,1
87997,0,1,0,0,0,0,0,0,0,0,1,1,0,1
87998,0,1,0,0,0,0,0,1,0,0,0,0,1,1
88009,0,1,0,0,0,0,0,1,0,0,0,1,0,1
88016,0,1,0,0,0,0,0,0,0,0,1,1,0,1
88022,0,0,1,0,0,0,0,0,0,0,1,1,0,1
88031,0,1,0,0,0,0,0,1,0,0,0,1,0,1
88037,1,0,0,0,0,0,0,0,0,1,0,1,0,1
88042,0,0,0,0,1,0,0,1,0,0,0,0,1,1
88047,0,0,0,1,0,0,0,1,0,0,0,1,0,1
88051,1,0,0,0,0,0,0,1,0,0,0,1,0,1
88055,0,1,0,0,0,0,0,0,0,0,1,0,1,1
88056,0,0,1,0,0,0,0,1,0,0,0,1,0,1
88071,1,0,0,0,0,0,0,1,0,0,0,1,0,1
88074,0,1,0,0,0,0,0,1,0,0,0,1,0,1
88093,1,0,0,0,0,0,0,0,0,1,0,1,0,1
88105,0,0,0,1,0,0,0,0,0,0,1,1,0,1
88106,0,1,0,0,0,0,0,0,0,1,0,1,0,1
88107,1,0,0,0,0,0,0,0,0,0,1,1,0,1
88158,0,1,0,0,0,0,0,0,0,0,1,1,0,1
88164,1,0,0,0,0,0,0,0,0,0,1,1,0,1
88165,0,1,0,0,0,0,0,1,0,0,0,1,0,1
88166,0,0,0,1,0,0,0,1,0,0,0,1,0,1
88167,0,0,1,0,0,0,0,0,0,0,1,1,0,1
88172,0,1,0,0,0,0,0,1,0,0,0,1,0,1
88177,0,0,1,0,0,0,0,1,0,0,0,1,0,1
88179,1,0,0,0,0,0,0,0,0,1,0,1,0,1
88180,0,1,0,0,0,0,0,0,0,0,1,1,0,1
88182,0,0,0,1,0,0,0,0,0,0,1,1,0,1
88187,0,0,0,1,0,0,0,1,0,0,0,1,0,1
88191,1,0,0,0,0,0,0,1,0,0,0,1,0,1
88205,1,0,0,0,0,0,0,0,0,1,0,1,0,1
88208,1,0,0,0,0,0,0,0,0,0,1,1,0,1
88213,0,0,1,0,0,0,0,1,0,0,0,1,0,1
88214,1,0,0,0,0,0,0,0,0,0,1,1,0,1
88217,0,1,0,0,0,0,0,0,0,0,1,1,0,1
88231,1,0,0,0,0,0,0,1,0,0,0,1,0,1
88234,0,1,0,0,0,0,0,1,0,0,0,1,0,1
88245,0,0,0,0,0,0,1,0,0,0,1,0,1,1
88253,0,0,1,0,0,0,0,1,0,0,0,1,0,1
88255,0,1,0,0,0,0,0,0,0,0,1,1,0,1
88256,1,0,0,0,0,0,0,0,0,0,1,1,0,1
88264,0,1,0,0,0,0,0,0,0,0,1,1,0,1
88265,0,0,1,0,0,0,0,1,0,0,0,1,0,1
88267,0,0,1,0,0,0,0,1,0,0,0,1,0,1
88277,0,0,1,0,0,0,0,0,0,1,0,1,0,1
88282,0,1,0,0,0,0,0,1,0,0,0,1,0,1
88287,1,0,0,0,0,0,0,0,0,1,0,1,0,1
88310,1,0,0,0,0,0,0,0,0,0,1,1,0,1
88327,0,1,0,0,0,0,0,0,0,1,0,1,0,1
88334,0,0,0,1,0,0,0,1,0,0,0,1,0,1
88344,0,0,1,0,0,0,0,1,0,0,0,0,1,1
88348,0,0,1,0,0,0,0,0,0,0,1,1,0,1
88357,1,0,0,0,0,0,0,1,0,0,0,1,0,1
88359,0,1,0,0,0,0,0,1,0,0,0,1,0,1
88360,1,0,0,0,0,0,0,1,0,0,0,1,0,1
88361,1,0,0,0,0,0,0,0,0,0,1,1,0,1
88396,0,0,0,1,0,0,0,0,0,0,1,1,0,1
88403,0,0,0,1,0,0,0,0,0,0,1,0,1,1
88407,0,0,1,0,0,0,0,1,0,0,0,1,0,1
88415,0,1,0,0,0,0,0,1,0,0,0,0,1,1
88416,0,0,1,0,0,0,0,1,0,0,0,1,0,1
88417,0,0,1,0,0,0,0,0,0,0,1,1,0,1
88420,1,0,0,0,0,0,0,0,0,0,1,1,0,1
88422,1,0,0,0,0,0,0,0,0,0,1,1,0,1
88430,0,0,0,0,1,0,0,0,0,0,1,1,0,1
88433,0,1,0,0,0,0,0,1,0,0,0,1,0,1
88434,1,0,0,0,0,0,0,0,0,0,1,1,0,1
88461,0,1,0,0,0,0,0,0,0,0,1,1,0,1
88463,1,0,0,0,0,0,0,0,0,0,1,1,0,1
88466,1,0,0,0,0,0,0,1,0,0,0,1,0,1
88477,0,0,1,0,0,0,0,0,0,0,1,1,0,1
88478,0,1,0,0,0,0,0,0,0,0,1,1,0,1
88484,0,1,0,0,0,0,0,1,0,0,0,1,0,1
88490,0,1,0,0,0,0,0,0,0,0,1,1,0,1
88494,0,1,0,0,0,0,0,0,0,0,1,1,0,1
88495,0,1,0,0,0,0,0,1,0,0,0,1,0,1
88496,0,0,1,0,0,0,0,0,0,0,1,1,0,1
88499,0,0,0,1,0,0,0,1,0,0,0,1,0,1
88512,0,0,1,0,0,0,0,1,0,0,0,0,1,1
88523,0,0,1,0,0,0,0,1,0,0,0,1,0,1
88545,0,0,0,1,0,0,0,1,0,0,0,1,0,1
88549,0,0,0,1,0,0,0,0,0,0,1,1,0,1
88556,0,1,0,0,0,0,0,1,0,0,0,1,0,1
88559,0,1,0,0,0,0,0,0,0,0,1,1,0,1
88564,0,1,0,0,0,0,0,0,0,0,1,1,0,1
88582,0,0,0,1,0,0,0,0,0,0,1,0,1,1
88617,0,1,0,0,0,0,0,1,0,0,0,1,0,1
88620,0,1,0,0,0,0,0,1,0,0,0,0,1,1
88654,0,1,0,0,0,0,0,0,0,0,1,1,0,1
88657,0,0,1,0,0,0,0,1,0,0,0,1,0,1
88660,0,1,0,0,0,0,0,1,0,0,0,1,0,1
88666,0,0,1,0,0,0,0,1,0,0,0,0,1,1
88672,0,1,0,0,0,0,0,0,0,0,1,1,0,1
88678,0,0,1,0,0,0,0,1,0,0,0,1,0,1
88679,0,0,1,0,0,0,0,1,0,0,0,1,0,1
88685,0,1,0,0,0,0,0,0,0,0,1,1,0,1
88700,0,0,1,0,0,0,0,0,0,1,0,1,0,1
88712,0,1,0,0,0,0,0,1,0,0,0,1,0,1
88720,0,0,0,1,0,0,0,1,0,0,0,0,1,1
88723,0,0,0,0,1,0,0,1,0,0,0,1,0,1
88755,0,1,0,0,0,0,0,0,0,1,0,1,0,1
88761,0,0,1,0,0,0,0,0,0,0,1,1,0,1
88764,1,0,0,0,0,0,0,1,0,0,0,1,0,1
88766,1,0,0,0,0,0,0,0,0,0,1,1,0,1
88769,0,0,1,0,0,0,0,0,0,0,1,1,0,1
88777,0,0,1,0,0,0,0,1,0,0,0,1,0,1
88780,1,0,0,0,0,0,0,0,0,1,0,1,0,1
88788,0,0,0,1,0,0,0,1,0,0,0,1,0,1
88793,0,0,1,0,0,0,0,0,0,0,1,1,0,1
88794,0,0,1,0,0,0,0,1,0,0,0,0,1,1
88797,0,0,0,1,0,0,0,1,0,0,0,0,1,1
88809,0,1,0,0,0,0,0,0,0,0,1,1,0,1
88812,1,0,0,0,0,0,0,0,0,0,1,1,0,1
88818,0,0,0,1,0,0,0,1,0,0,0,0,1,1
88821,0,1,0,0,0,0,0,1,0,0,0,1,0,1
88822,0,0,1,0,0,0,0,1,0,0,0,1,0,1
88826,1,0,0,0,0,0,0,0,0,0,1,1,0,1
88831,0,0,1,0,0,0,0,0,0,0,1,1,0,1
88833,0,1,0,0,0,0,0,1,0,0,0,1,0,1
88838,1,0,0,0,0,0,0,0,0,0,1,1,0,1
88842,1,0,0,0,0,0,0,0,0,1,0,1,0,1
88846,0,0,1,0,0,0,0,0,0,0,1,1,0,1
88848,1,0,0,0,0,0,0,1,0,0,0,1,0,1
88853,0,1,0,0,0,0,0,1,0,0,0,1,0,1
88861,0,0,1,0,0,0,0,0,0,0,1,1,0,1
88862,0,0,1,0,0,0,0,0,0,0,1,1,0,1
88876,0,0,0,0,1,0,0,0,0,0,1,0,1,1
88894,1,0,0,0,0,0,0,1,0,0,0,1,0,1
88898,0,1,0,0,0,0,0,0,0,0,1,1,0,1
88941,0,1,0,0,0,0,0,1,0,0,0,1,0,1
88942,0,0,0,1,0,0,0,0,0,0,1,0,1,1
88960,0,1,0,0,0,0,0,1,0,0,0,1,0,1
88970,0,1,0,0,0,0,0,1,0,0,0,1,0,1
88974,0,1,0,0,0,0,0,1,0,0,0,1,0,1
88980,0,0,1,0,0,0,0,0,0,0,1,1,0,1
88989,0,1,0,0,0,0,0,0,0,0,1,1,0,1
88990,0,0,1,0,0,0,0,0,0,0,1,1,0,1
89000,0,0,1,0,0,0,0,1,0,0,0,1,0,1
89004,0,1,0,0,0,0,0,0,0,0,1,1,0,1
89015,0,1,0,0,0,0,0,1,0,0,0,1,0,1
89021,0,1,0,0,0,0,0,1,0,0,0,1,0,1
89026,1,0,0,0,0,0,0,1,0,0,0,1,0,1
89027,0,1,0,0,0,0,0,0,0,0,1,1,0,1
89029,1,0,0,0,0,0,0,0,0,0,1,1,0,1
89030,0,1,0,0,0,0,0,0,0,0,1,1,0,1
89033,0,0,0,1,0,0,0,0,0,0,1,1,0,1
89038,0,0,1,0,0,0,0,0,0,0,1,1,0,1
89041,0,0,1,0,0,0,0,0,0,0,1,1,0,1
89046,0,1,0,0,0,0,0,1,0,0,0,1,0,1
89064,1,0,0,0,0,0,0,0,0,0,1,1,0,1
89065,0,1,0,0,0,0,0,0,0,0,1,0,1,1
89068,1,0,0,0,0,0,0,1,0,0,0,1,0,1
89077,0,0,1,0,0,0,0,0,0,0,1,1,0,1
89081,0,0,0,1,0,0,0,1,0,0,0,1,0,1
89085,1,0,0,0,0,0,0,1,0,0,0,1,0,1
89100,0,1,0,0,0,0,0,0,0,0,1,1,0,1
89101,1,0,0,0,0,0,0,1,0,0,0,1,0,1
89102,0,0,0,1,0,0,0,1,0,0,0,1,0,1
89104,0,1,0,0,0,0,0,1,0,0,0,1,0,1
89109,0,0,1,0,0,0,0,1,0,0,0,1,0,1
89113,0,0,0,1,0,0,0,0,0,0,1,1,0,1
89123,0,0,1,0,0,0,0,1,0,0,0,1,0,1
89131,0,0,1,0,0,0,0,1,0,0,0,1,0,1
89133,0,1,0,0,0,0,0,0,0,0,1,1,0,1
89134,1,0,0,0,0,0,0,0,0,0,1,1,0,1
89142,0,0,1,0,0,0,0,0,0,0,1,1,0,1
89146,0,0,0,1,0,0,0,0,0,0,1,1,0,1
89154,0,0,0,0,1,0,0,0,0,0,1,0,1,1
89155,0,1,0,0,0,0,0,0,0,0,1,1,0,1
89168,0,1,0,0,0,0,0,1,0,0,0,1,0,1
89172,1,0,0,0,0,0,0,1,0,0,0,1,0,1
89174,1,0,0,0,0,0,0,0,0,0,1,1,0,1
89186,0,0,0,0,1,0,0,0,0,0,1,0,1,1
89188,1,0,0,0,0,0,0,1,0,0,0,1,0,1
89191,0,1,0,0,0,0,0,1,0,0,0,1,0,1
89192,0,1,0,0,0,0,0,1,0,0,0,1,0,1
89195,0,1,0,0,0,0,0,0,0,0,1,1,0,1
89198,1,0,0,0,0,0,0,0,0,0,1,1,0,1
89199,0,0,0,1,0,0,0,0,0,0,1,1,0,1
89205,0,0,0,0,1,0,0,1,0,0,0,0,1,1
89213,0,1,0,0,0,0,0,1,0,0,0,1,0,1
89219,0,0,0,1,0,0,0,0,0,0,1,1,0,1
89223,0,0,0,1,0,0,0,1,0,0,0,1,0,1
89230,0,0,1,0,0,0,0,0,0,0,1,1,0,1
89236,0,0,1,0,0,0,0,0,0,0,1,1,0,1
89237,0,1,0,0,0,0,0,1,0,0,0,1,0,1
89255,0,1,0,0,0,0,0,0,0,0,1,1,0,1
89260,1,0,0,0,0,0,0,1,0,0,0,1,0,1
89264,0,1,0,0,0,0,0,1,0,0,0,1,0,1
89267,0,1,0,0,0,0,0,0,0,0,1,1,0,1
89268,0,1,0,0,0,0,0,1,0,0,0,1,0,1
89270,1,0,0,0,0,0,0,0,0,0,1,1,0,1
89282,0,0,1,0,0,0,0,0,0,0,1,1,0,1
89289,0,0,0,0,1,0,0,0,0,1,0,0,1,1
89295,0,0,1,0,0,0,0,1,0,0,0,1,0,1
89304,1,0,0,0,0,0,0,0,0,0,1,1,0,1
89308,0,1,0,0,0,0,0,0,0,1,0,1,0,1
89310,1,0,0,0,0,0,0,1,0,0,0,1,0,1
89330,0,1,0,0,0,0,0,0,0,0,1,1,0,1
89332,0,0,1,0,0,0,0,0,0,0,1,1,0,1
89339,0,0,1,0,0,0,0,0,0,1,0,1,0,1
89346,0,0,1,0,0,0,0,1,0,0,0,1,0,1
89349,1,0,0,0,0,0,0,0,0,0,1,1,0,1
89350,0,1,0,0,0,0,0,1,0,0,0,1,0,1
89371,0,1,0,0,0,0,0,1,0,0,0,1,0,1
89375,0,1,0,0,0,0,0,0,0,0,1,1,0,1
89380,0,1,0,0,0,0,0,1,0,0,0,1,0,1
89381,1,0,0,0,0,0,0,0,0,0,1,1,0,1
89396,0,1,0,0,0,0,0,0,0,0,1,1,0,1
89404,1,0,0,0,0,0,0,0,0,0,1,1,0,1
89405,0,1,0,0,0,0,0,1,0,0,0,1,0,1
89415,1,0,0,0,0,0,0,1,0,0,0,1,0,1
89417,0,0,0,1,0,0,0,1,0,0,0,1,0,1
89420,0,1,0,0,0,0,0,1,0,0,0,1,0,1
89426,0,1,0,0,0,0,0,0,0,0,1,1,0,1
89428,0,1,0,0,0,0,0,0,0,0,1,1,0,1
89434,0,0,0,1,0,0,0,0,0,0,1,1,0,1
89437,0,1,0,0,0,0,0,1,0,0,0,0,1,1
89438,0,1,0,0,0,0,0,0,0,0,1,1,0,1
89446,0,0,1,0,0,0,0,1,0,0,0,0,1,1
89456,0,1,0,0,0,0,0,1,0,0,0,1,0,1
89458,0,0,1,0,0,0,0,1,0,0,0,1,0,1
89460,0,0,0,1,0,0,0,0,0,0,1,1,0,1
89475,0,1,0,0,0,0,0,1,0,0,0,1,0,1
89481,0,1,0,0,0,0,0,1,0,0,0,1,0,1
89483,0,1,0,0,0,0,0,0,0,0,1,1,0,1
89486,0,0,1,0,0,0,0,0,0,0,1,1,0,1
89489,0,1,0,0,0,0,0,1,0,0,0,1,0,1
89495,1,0,0,0,0,0,0,0,0,0,1,1,0,1
89497,0,0,0,0,0,1,0,1,0,0,0,0,1,1
89501,0,0,0,0,1,0,0,1,0,0,0,0,1,1
89503,1,0,0,0,0,0,0,0,0,1,0,1,0,1
89512,0,1,0,0,0,0,0,0,0,0,1,1,0,1
89557,1,0,0,0,0,0,0,1,0,0,0,1,0,1
89558,0,1,0,0,0,0,0,0,0,0,1,1,0,1
89567,0,0,1,0,0,0,0,1,0,0,0,0,1,1
89570,1,0,0,0,0,0,0,0,0,0,1,1,0,1
89573,0,1,0,0,0,0,0,0,0,0,1,1,0,1
89574,0,1,0,0,0,0,0,0,0,0,1,1,0,1
89576,1,0,0,0,0,0,0,0,0,1,0,1,0,1
89590,0,1,0,0,0,0,0,0,0,0,1,1,0,1
89605,0,1,0,0,0,0,0,0,0,0,1,1,0,1
89610,0,0,1,0,0,0,0,1,0,0,0,1,0,1
89637,0,0,1,0,0,0,0,1,0,0,0,1,0,1
89639,0,0,0,0,1,0,0,1,0,0,0,1,0,1
89642,0,1,0,0,0,0,0,0,0,1,0,1,0,1
89644,0,0,1,0,0,0,0,0,0,0,1,0,1,1
89645,0,0,0,0,0,1,0,1,0,0,0,0,1,1
89665,1,0,0,0,0,0,0,0,0,0,1,1,0,1
89669,0,1,0,0,0,0,0,0,0,0,1,1,0,1
89675,0,0,1,0,0,0,0,0,0,1,0,1,0,1
89681,1,0,0,0,0,0,0,1,0,0,0,1,0,1
89712,0,1,0,0,0,0,0,0,0,0,1,1,0,1
89723,1,0,0,0,0,0,0,0,0,0,1,0,1,1
